rule	key_a	key_b	kind	affected	today_verdict	today_coexistence	post_cure_under_today_value	assigned	post_cure_under_assigned	assigned_on_todays_product	note
design.data-class	exclude-promoted-only	wmc-threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.data-class	exclude-promoted-only	woc-threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.data-class	exclude-readonly	wmc-threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.data-class	exclude-readonly	woc-threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.data-class	min-members	wmc-threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.data-class	min-members	woc-threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.god-class	class-loc-threshold	exclude-readonly	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.god-class	class-loc-threshold	min-methods	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.god-class	exclude-readonly	lcom-threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.god-class	exclude-readonly	tcc-threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.god-class	exclude-readonly	wmc-threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.god-class	lcom-threshold	min-methods	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.god-class	min-methods	tcc-threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.god-class	min-methods	wmc-threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
duplication.clone	error	min-lines	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
duplication.clone	error	min-tokens	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
duplication.clone	min-lines	threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
duplication.clone	min-lines	warning	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
duplication.clone	min-tokens	threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
duplication.clone	min-tokens	warning	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
maintainability.mi	error	exclude-tests	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
maintainability.mi	error	min-statements	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
maintainability.mi	exclude-tests	threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
maintainability.mi	exclude-tests	warning	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
maintainability.mi	min-statements	threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
maintainability.mi	min-statements	warning	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
size.property-count	error	exclude-promoted-only	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
size.property-count	error	exclude-readonly	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
size.property-count	exclude-promoted-only	threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
size.property-count	exclude-promoted-only	warning	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
size.property-count	exclude-readonly	threshold	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
size.property-count	exclude-readonly	warning	6-subject-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.boolean-argument	allowed-prefixes	flag-promoted-properties	6-subject-vs-filter	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
architecture.layer-violation	empty-template-severity	severity	6-superseded-refused	no	COEXISTENCE_OK	refuse	COEXISTENCE_OK	refuse	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
architecture.layer-violation	potential-shadow-severity	severity	6-superseded-refused	no	COEXISTENCE_OK	refuse	COEXISTENCE_OK	refuse	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
architecture.layer-violation	severity	unreachable-layer-severity	6-superseded-refused	no	COEXISTENCE_OK	refuse	COEXISTENCE_OK	refuse	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
duplication.clone	min-lines	min-tokens	6-two-filters-one-subject	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
