axis	row	probe	point	verdict	defect	ledger_status	decided_by
A	form|cli-alias|rules.complexity.cognitive.callable.error|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.callable.error|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.callable.error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.callable.error|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.callable.warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.callable.warning|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.callable.warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.callable.warning|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.callable.warning|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.callable.warning|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.callable.warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.callable.warning|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_error|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_error|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_error|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_error|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_error|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_error|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_warning|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_warning|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_warning|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_warning|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.cognitive.class.max_warning|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.error|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.error|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.error|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.error|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.error|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.error|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.warning|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.warning|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.warning|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.warning|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.callable.warning|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_error|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_error|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_error|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_error|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_error|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_error|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_warning|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_warning|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_warning|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_warning|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.npath.class.max_warning|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.error|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.error|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.error|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.error|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.error|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.error|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.excludeDataClasses|bool	bool	optionsObject	COLLAPSED	yes	DECIDED	accepted an unpromised form, target unnamed; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.excludeDataClasses|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.excludeDataClasses|int	int	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.excludeDataClasses|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.excludeDataClasses|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.excludeDataClasses|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.excludeDataClasses|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.excludeDataClasses|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.warning|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.warning|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.warning|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.warning|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.complexity.wmc.warning|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.error|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.error|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.error|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.error|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.error|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.error|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.warning|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.warning|list	list	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no list syntax: the brackets arrive as characters; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.warning|map	map	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door has no map syntax: the braces arrive as characters; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.warning|null	null	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|cli-alias|rules.coupling.cbo.class.warning|string-number	string-number	optionsObject	NOT OBSERVABLE	no	DECIDED	a CLI door carries text: `7331` is the only spelling, and quoting it writes six characters; lost at nowhere
