# INTERACTING RULE-OPTION KEY PAIRS
# The counting unit is producer rule name, not options class, because one class may serve several rules and threshold groups are keyed by rule name. Pairs are unordered and deduplicated within producer and kind.
# Keys come from the live rule registry and both halves of RuleOptionKeySet; hierarchical level slots are included. Interaction kind records explicit groups, heuristic threshold groups, flat-versus-level conflicts, and framework-owned relationships.
# The inventory contains 465 rows across 54 producers. It records key interaction, not runtime reachability or value precedence.
# Columns: kind, rule, options class, path or slot, key A, key B, interaction, source.
#
rule	options_class	path	key_a	key_b	kind	interaction	evidence
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	namespace	namespace.max-error	namespace.min-class-count	6-subject-filter	namespace below min-class-count skipped before the verdict key is read	src/Analysis/Evidence/Coupling/InstabilityRule.php:234
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	namespace	namespace.max-warning	namespace.min-afferent	6-subject-filter	namespace below min-afferent skipped before the verdict key is read	src/Analysis/Evidence/Coupling/InstabilityRule.php:247
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	namespace	namespace.max-warning	namespace.min-class-count	6-subject-filter	namespace below min-class-count skipped before the verdict key is read	src/Analysis/Evidence/Coupling/InstabilityRule.php:234
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	namespace	namespace.min-afferent	namespace.threshold	6-subject-filter	namespace below min-afferent skipped before the verdict key is read	src/Analysis/Evidence/Coupling/InstabilityRule.php:247
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	namespace	namespace.min-class-count	namespace.threshold	6-subject-filter	namespace below min-class-count skipped before the verdict key is read	src/Analysis/Evidence/Coupling/InstabilityRule.php:234
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	exclude-exceptions	wmc-threshold	6-subject-filter	exception class removed before the verdict keys are read	src/Analysis/Evidence/Design/DataClass/DataClassExclusionCheck.php:47
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	exclude-exceptions	woc-threshold	6-subject-filter	exception class removed before the verdict keys are read	src/Analysis/Evidence/Design/DataClass/DataClassExclusionCheck.php:47
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	exclude-promoted-only	wmc-threshold	6-subject-filter	promoted-only class removed before the verdict keys are read	src/Analysis/Evidence/Design/DataClass/DataClassExclusionCheck.php:53
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	exclude-promoted-only	woc-threshold	6-subject-filter	promoted-only class removed before the verdict keys are read	src/Analysis/Evidence/Design/DataClass/DataClassExclusionCheck.php:53
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	exclude-readonly	wmc-threshold	6-subject-filter	readonly class removed before the verdict keys are read	src/Analysis/Evidence/Design/DataClass/DataClassExclusionCheck.php:50
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	exclude-readonly	woc-threshold	6-subject-filter	readonly class removed before the verdict keys are read	src/Analysis/Evidence/Design/DataClass/DataClassExclusionCheck.php:50
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	min-members	wmc-threshold	6-subject-filter	class below min-members removed before the verdict keys are read	src/Analysis/Evidence/Design/DataClass/DataClassExclusionCheck.php:60
design.data-class	Qualimetrix\Analysis\Evidence\Design\DataClass\DataClassOptions	(top)	min-members	woc-threshold	6-subject-filter	class below min-members removed before the verdict keys are read	src/Analysis/Evidence/Design/DataClass/DataClassExclusionCheck.php:60
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	class-loc-threshold	exclude-readonly	6-subject-filter	readonly class removed before any verdict key is read	src/Analysis/Evidence/Design/GodClass/GodClassRule.php:146
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	class-loc-threshold	min-methods	6-subject-filter	class below min-methods removed before any verdict key is read	src/Analysis/Evidence/Design/GodClass/GodClassRule.php:152
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	exclude-readonly	lcom-threshold	6-subject-filter	readonly class removed before any verdict key is read	src/Analysis/Evidence/Design/GodClass/GodClassRule.php:146
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	exclude-readonly	tcc-threshold	6-subject-filter	readonly class removed before any verdict key is read	src/Analysis/Evidence/Design/GodClass/GodClassRule.php:146
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	exclude-readonly	wmc-threshold	6-subject-filter	readonly class removed before any verdict key is read	src/Analysis/Evidence/Design/GodClass/GodClassRule.php:146
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	lcom-threshold	min-methods	6-subject-filter	class below min-methods removed before any verdict key is read	src/Analysis/Evidence/Design/GodClass/GodClassRule.php:152
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	min-methods	tcc-threshold	6-subject-filter	class below min-methods removed before any verdict key is read	src/Analysis/Evidence/Design/GodClass/GodClassRule.php:152
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	min-methods	wmc-threshold	6-subject-filter	class below min-methods removed before any verdict key is read	src/Analysis/Evidence/Design/GodClass/GodClassRule.php:152
duplication.clone	Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions	(top)	error	min-lines	6-subject-filter	block shorter than min-lines never becomes a clone the verdict key can count	src/Analysis/Evidence/Duplication/DuplicateBlockFinder.php:194
duplication.clone	Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions	(top)	error	min-tokens	6-subject-filter	match shorter than min-tokens is never a block	src/Analysis/Evidence/Duplication/DuplicateBlockFinder.php:172
duplication.clone	Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions	(top)	min-lines	threshold	6-subject-filter	block shorter than min-lines never becomes a clone the verdict key can count	src/Analysis/Evidence/Duplication/DuplicateBlockFinder.php:194
duplication.clone	Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions	(top)	min-lines	warning	6-subject-filter	block shorter than min-lines never becomes a clone the verdict key can count	src/Analysis/Evidence/Duplication/DuplicateBlockFinder.php:194
duplication.clone	Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions	(top)	min-tokens	threshold	6-subject-filter	match shorter than min-tokens is never a block	src/Analysis/Evidence/Duplication/DuplicateBlockFinder.php:172
duplication.clone	Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions	(top)	min-tokens	warning	6-subject-filter	match shorter than min-tokens is never a block	src/Analysis/Evidence/Duplication/DuplicateBlockFinder.php:172
maintainability.mi	Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	(top)	error	exclude-tests	6-subject-filter	test file skipped before the verdict key is read	src/Analysis/Evidence/Maintainability/MaintainabilityRule.php:71
maintainability.mi	Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	(top)	error	min-statements	6-subject-filter	method below min-statements skipped before the verdict key is read	src/Analysis/Evidence/Maintainability/MaintainabilityRule.php:79
maintainability.mi	Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	(top)	exclude-tests	threshold	6-subject-filter	test file skipped before the verdict key is read	src/Analysis/Evidence/Maintainability/MaintainabilityRule.php:71
maintainability.mi	Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	(top)	exclude-tests	warning	6-subject-filter	test file skipped before the verdict key is read	src/Analysis/Evidence/Maintainability/MaintainabilityRule.php:71
maintainability.mi	Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	(top)	min-statements	threshold	6-subject-filter	method below min-statements skipped before the verdict key is read	src/Analysis/Evidence/Maintainability/MaintainabilityRule.php:79
maintainability.mi	Qualimetrix\Analysis\Evidence\Maintainability\MaintainabilityOptions	(top)	min-statements	warning	6-subject-filter	method below min-statements skipped before the verdict key is read	src/Analysis/Evidence/Maintainability/MaintainabilityRule.php:79
size.property-count	Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions	(top)	error	exclude-promoted-only	6-subject-filter	promoted-only class removed before the verdict key is read	src/Analysis/Evidence/Size/PropertyCountRule.php:157
size.property-count	Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions	(top)	error	exclude-readonly	6-subject-filter	readonly class removed before the verdict key is read	src/Analysis/Evidence/Size/PropertyCountRule.php:154
size.property-count	Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions	(top)	exclude-promoted-only	threshold	6-subject-filter	promoted-only class removed before the verdict key is read	src/Analysis/Evidence/Size/PropertyCountRule.php:157
size.property-count	Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions	(top)	exclude-promoted-only	warning	6-subject-filter	promoted-only class removed before the verdict key is read	src/Analysis/Evidence/Size/PropertyCountRule.php:157
size.property-count	Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions	(top)	exclude-readonly	threshold	6-subject-filter	readonly class removed before the verdict key is read	src/Analysis/Evidence/Size/PropertyCountRule.php:154
size.property-count	Qualimetrix\Analysis\Evidence\Size\PropertyCountOptions	(top)	exclude-readonly	warning	6-subject-filter	readonly class removed before the verdict key is read	src/Analysis/Evidence/Size/PropertyCountRule.php:154
code-smell.boolean-argument	Qualimetrix\Analysis\Evidence\CodeSmell\BooleanArgumentOptions	(top)	allowed-prefixes	flag-promoted-properties	6-subject-vs-filter	flag-promoted-properties widens the parameter set; allowed-prefixes narrows the same set by name	src/Analysis/Evidence/CodeSmell/BooleanArgumentOptions.php:88 and :51
architecture.layer-violation	Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationOptions	(top)	empty-template-severity	severity	6-superseded-refused	the removed per-diagnostic key names the same effect as severity and is always refused (answered-by-the-class, never accepted)	src/Analysis/Policy/Architecture/LayerViolation/LayerViolationOptions.php:111-115 and :120-146
architecture.layer-violation	Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationOptions	(top)	potential-shadow-severity	severity	6-superseded-refused	the removed per-diagnostic key names the same effect as severity and is always refused (answered-by-the-class, never accepted)	src/Analysis/Policy/Architecture/LayerViolation/LayerViolationOptions.php:111-115 and :120-146
architecture.layer-violation	Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationOptions	(top)	severity	unreachable-layer-severity	6-superseded-refused	the removed per-diagnostic key names the same effect as severity and is always refused (answered-by-the-class, never accepted)	src/Analysis/Policy/Architecture/LayerViolation/LayerViolationOptions.php:111-115 and :120-146
duplication.clone	Qualimetrix\Analysis\Evidence\Duplication\CodeDuplicationOptions	(top)	min-lines	min-tokens	6-two-filters-one-subject	both narrow the same block set and must both pass; neither is derivable from the other	src/Analysis/Evidence/Duplication/DuplicationDetector.php:27, DuplicateBlockFinder.php:172 and :194
