# PROMISE LEDGER FOR CONFIGURATION FORMS AND COMPOSITION
# Each row states either an externally published promise or an explicit current decision for one input coordinate. Promises are read only from website documentation and contract docblocks; implementation bodies determine neither promised forms nor status.
# The denominator is generated from registered rule-option keys, CLI aliases, framework keys, non-rule configuration paths, interacting key pairs, and source-composition coordinates.
# PROMISED rows have a cited carrier. DECIDED rows record behavior where no carrier promises it. DEFERRED rows name a deliberately excluded interaction whose current behavior remains measurable.
# Carrier ranges are protected by promise-ledger-frozen-ranges.tsv. When a carrier changes, affected rows and hashes must be regenerated together; silent divergence is a failure.
# Source precedence and coexistence are separate coordinates: a later source may replace a value while sibling paths survive. Pair rows record the promised winner, outcome, and survival independently.
# decided_forms contains the complement observed or deliberately fixed where the carrier does not close the input set. Notes preserve the local rationale and exact code or documentation evidence.
# Columns: kind, coordinate, promised forms or interaction contract, carrier, status, note, decided forms. The expanded header row below is authoritative for field positions.
#
kind	door|rule|path|rule|rule	path|key_a|writer_low|key_low@writer_low|path@slot	promised_forms|key_b|writer_high|key_high@writer_high|l1/l2/l3	null_means|source_scope|path_scope|level|T1..T4	equivalences|coexistence|promised_winner|promised_outcome|promised_survival	carrier	status	note	decided_forms
form	rule-opt	rules.code-smell.long-parameter-list.enabled	bool	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:130-136 + website/docs/usage/cli-options.md:669-674	DECIDED	no per-path example; class carrier C5-enabled | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-nonnumber: read from website/docs/getting-started/configuration.md:803 + website/docs/getting-started/configuration.md:817-820 - the text is converted before its shape is judged, and a word that is neither `true` nor `false` is not a boolean; string-number: read from website/docs/getting-started/configuration.md:803 + website/docs/getting-started/configuration.md:817-820 - the text is converted before its shape is judged, so `1` arrives as a number exactly as `25` does, and a number is not one of the two words a boolean accepts (website/docs/getting-started/configuration.md:803)	null
form	yaml	rules.code-smell.long-parameter-list.error	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/code-smell.md:701	DECIDED	form taken from the documented example `6`; complement refused by website/docs/getting-started/configuration.md:738-744 | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.code-smell.long-parameter-list.error	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/code-smell.md:708	DECIDED	form taken from the documented example `6`; complement refused by website/docs/getting-started/configuration.md:738-744 | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.code-smell.long-parameter-list.threshold	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab; website/docs/getting-started/configuration.md:152-166 threshold:N == warning:N,error:N	website/docs/getting-started/configuration.md:138-151	DECIDED	no per-path example; class carrier C6a-thresh | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.code-smell.long-parameter-list.threshold	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab; website/docs/getting-started/configuration.md:152-166 threshold:N == warning:N,error:N	website/docs/getting-started/configuration.md:138-151 + website/docs/usage/cli-options.md:669-674	DECIDED	no per-path example; class carrier C6a-thresh | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.code-smell.long-parameter-list.vo-error	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/code-smell.md:703	DECIDED	form taken from the documented example `12`; complement refused by website/docs/getting-started/configuration.md:738-744 | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.code-smell.long-parameter-list.vo-error	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/code-smell.md:710	DECIDED	form taken from the documented example `12`; complement refused by website/docs/getting-started/configuration.md:738-744 | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.code-smell.long-parameter-list.vo-threshold	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:138-151	DECIDED	no per-path example; class carrier C6a-thresh | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.code-smell.long-parameter-list.vo-threshold	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:138-151 + website/docs/usage/cli-options.md:669-674	DECIDED	no per-path example; class carrier C6a-thresh | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.code-smell.long-parameter-list.vo-warning	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/code-smell.md:702	DECIDED	form taken from the documented example `8     # readonly VO constructors`; complement refused by website/docs/getting-started/configuration.md:738-744 | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
form	rule-opt	rules.code-smell.long-parameter-list.vo-warning	int,string-number	refuse	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/code-smell.md:709	DECIDED	form taken from the documented example `8     # readonly VO constructors`; complement refused by website/docs/getting-started/configuration.md:738-744 | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	yaml	rules.code-smell.long-parameter-list.warning	null,int	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/rules/code-smell.md:700	DECIDED	form taken from the documented example `4        # standard methods/functions`; complement refused by website/docs/getting-started/configuration.md:738-744 | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; string-number: read from website/docs/getting-started/configuration.md:804 + website/docs/getting-started/configuration.md:815-816 - a quoted number is a string and a whole number does not accept `"15"`; a value of another shape ends the run with exit code 3 (website/docs/getting-started/configuration.md:786-791)	float
